Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"FET Type","Technology","Drain to Source Voltage (Vdss)","Current - Continuous Drain (Id) @ 25°C","Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs","Vgs(th) (Max) @ Id","Gate Charge (Qg) (Max) @ Vgs","Vgs (Max)","Input Capacitance (Ciss) (Max) @ Vds","FET Feature","Power Dissipation (Max)","Operating Temperature","Grade","Qualification","Mounting Type","Supplier Device Package","Package / Case"
"https://www.diodes.com/assets/Datasheets/DMP10H400SK3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7ETO252-2%7ED%2CK%7E2.jpg","DMP10H400SK3-13DITR-ND,DMP10H400SK3-13DICT-ND,DMP10H400SK3-13DIDKR-ND","DMP10H400SK3-13","Diodes Incorporated","Diodes Incorporated","MOSFET P-CH 100V 9A TO252-3","60,221","0.57","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","100 V","9A (Tc)","4.5V, 10V","240mOhm @ 5A, 10V","3V @ 250µA","17.5 nC @ 10 V","±20V","1239 pF @ 25 V","-","42W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252-3","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.aosmd.com/sites/default/files/media/AOSGreenPolicy.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00047%7E%7E8.jpg","785-1137-2-ND,785-1137-1-ND,785-1137-6-ND","AON7406","Alpha & Omega Semiconductor Inc.","Alpha & Omega Semiconductor Inc.","MOSFET N-CH 30V 9A/25A 8DFN","8,674","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Not For New Designs","N-Channel","MOSFET (Metal Oxide)","30 V","9A (Ta), 25A (Tc)","4.5V, 10V","17mOhm @ 9A, 10V","2.4V @ 250µA","18 nC @ 10 V","±20V","888 pF @ 15 V","-","3.1W (Ta), 15.5W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-DFN-EP (3x3)","8-PowerVDFN"
"https://assets.nexperia.com/documents/data-sheet/PMPB13XNE.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6352/MFG_1727%7ESOT1220%7E%7E6.jpg","1727-PMPB13XNE,115TR-ND,1727-PMPB13XNE,115CT-ND,1727-PMPB13XNE,115DKR-ND","PMPB13XNE,115","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 30V 8A DFN2020MD-6","54,724","0.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","30 V","8A (Ta)","1.8V, 4.5V","16mOhm @ 8A, 4.5V","900mV @ 250µA","36 nC @ 4.5 V","±12V","2195 pF @ 15 V","-","1.7W (Ta), 12.5W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","DFN2020MD-6","6-UDFN Exposed Pad"
"https://www.infineon.com/dgdl/irf7493pbf.pdf?fileId=5546d462533600a4015355ffcce21c40","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/448_8-SOIC.jpg","IRF7493PBFTR-ND,IRF7493PBFCT-ND,IRF7493PBFDKR-ND","IRF7493TRPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 80V 9.3A 8SO","6,925","0.77","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","80 V","9.3A (Tc)","10V","15mOhm @ 5.6A, 10V","4V @ 250µA","53 nC @ 10 V","±20V","1510 pF @ 25 V","-","2.5W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SO","8-SOIC (0.154"", 3.90mm Width)"
"https://www.diodes.com/assets/Datasheets/DMT6016LFDF.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/31%7EU-DFN2020-6-TYPEF%7EF%7E6.jpg","DMT6016LFDF-7DITR-ND,DMT6016LFDF-7DICT-ND,DMT6016LFDF-7DIDKR-ND","DMT6016LFDF-7","Diodes Incorporated","Diodes Incorporated","MOSFET N-CH 60V 8.9A 6UDFN","2,065","0.78","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","60 V","8.9A (Ta)","4.5V, 10V","16mOhm @ 10A, 10V","3V @ 250µA","17 nC @ 10 V","±20V","864 pF @ 30 V","-","820mW (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","U-DFN2020-6 (Type F)","6-UDFN Exposed Pad"
"https://www.vishay.com/docs/68748/si4431cd.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5498%7EDY%2CEY%7E8.jpg","SI4431CDY-T1-GE3TR-ND,SI4431CDY-T1-GE3CT-ND,SI4431CDY-T1-GE3DKR-ND","SI4431CDY-T1-GE3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 30V 9A 8SO","34,008","0.84","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","30 V","9A (Tc)","4.5V, 10V","32mOhm @ 7A, 10V","2.5V @ 250µA","38 nC @ 10 V","±20V","1006 pF @ 15 V","-","2.5W (Ta), 4.2W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SOIC","8-SOIC (0.154"", 3.90mm Width)"
"https://www.diodes.com/assets/Datasheets/DMTH6016LPSQ.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7EPOWERDI5060-8%7E%7E8.jpg","DMTH6016LPSQ-13DITR-ND,DMTH6016LPSQ-13DICT-ND,DMTH6016LPSQ-13DIDKR-ND","DMTH6016LPSQ-13","Diodes Incorporated","Diodes Incorporated","MOSFET N-CHA 60V 10.6A POWERDI","58,054","0.88","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","60 V","9.8A (Ta), 37A (Tc)","4.5V, 10V","16mOhm @ 20A, 10V","2.5V @ 250µA","17 nC @ 10 V","±20V","864 pF @ 30 V","-","2.6W (Ta), 37.5W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","PowerDI5060-8","8-PowerTDFN"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/517/DMG4407SSS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/31%7E8SO-3.9%7E%7E8.jpg","DMG4407SSS-13DITR-ND,DMG4407SSS-13DICT-ND,DMG4407SSS-13DIDKR-ND","DMG4407SSS-13","Diodes Incorporated","Diodes Incorporated","MOSFET P-CH 30V 9.9A 8SO","10,430","0.9","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","30 V","9.9A (Ta)","6V, 10V","11mOhm @ 12A, 20V","3V @ 250µA","20.5 nC @ 10 V","±25V","2246 pF @ 15 V","-","1.45W (Ta)","-50°C ~ 150°C (TJ)","-","-","Surface Mount","8-SO","8-SOIC (0.154"", 3.90mm Width)"
"https://rocelec.widen.net/view/pdf/rwygqx6rjd/FAIRS27615-1.pdf?t.download=true&u=5oefqw","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6164/488%7EMKT-M08A%7ED%2CM%2CTF%7E8.jpg","FDS4435BZTR-ND,FDS4435BZCT-ND,FDS4435BZDKR-ND","FDS4435BZ","onsemi","onsemi","MOSFET P-CH 30V 8.8A 8SOIC","6,187","0.95","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","P-Channel","MOSFET (Metal Oxide)","30 V","8.8A (Ta)","4.5V, 10V","20mOhm @ 8.8A, 10V","3V @ 250µA","40 nC @ 10 V","±25V","1845 pF @ 15 V","-","2.5W (Ta)","-55°C ~ 155°C (TJ)","-","-","Surface Mount","8-SOIC","8-SOIC (0.154"", 3.90mm Width)"
"https://www.diodes.com/assets/Datasheets/DMP4015SSS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/31%7E8SO-3.9%7E%7E8.jpg","DMP4015SSS-13DITR-ND,DMP4015SSS-13DICT-ND,DMP4015SSS-13DIDKR-ND","DMP4015SSS-13","Diodes Incorporated","Diodes Incorporated","MOSFET P-CH 40V 9.1A 8SO","1,497","0.98","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","40 V","9.1A (Ta)","4.5V, 10V","11mOhm @ 9.8A, 10V","2.5V @ 250µA","47.5 nC @ 5 V","±25V","4234 pF @ 20 V","-","1.45W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SO","8-SOIC (0.154"", 3.90mm Width)"
"https://www.infineon.com/dgdl/si4435dypbf.pdf?fileId=5546d462533600a4015356847c882983","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/448_8-SOIC.jpg","SI4435DYPBFTR-ND,SI4435DYPBFCT-ND,SI4435DYPBFDKR-ND","SI4435DYTRPBF","Infineon Technologies","Infineon Technologies","MOSFET P-CH 30V 8A 8SO","25,048","1.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Active","P-Channel","MOSFET (Metal Oxide)","30 V","8A (Tc)","4.5V, 10V","20mOhm @ 8A, 10V","1V @ 250µA","60 nC @ 10 V","±20V","2320 pF @ 15 V","-","2.5W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SO","8-SOIC (0.154"", 3.90mm Width)"
"https://www.vishay.com/docs/65903/sud09p10.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5347%7EN%2CP%7E2.jpg","SUD09P10-195-GE3TR-ND,SUD09P10-195-GE3CT-ND,SUD09P10-195-GE3DKR-ND","SUD09P10-195-GE3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 100V 8.8A TO252","15,268","1.31","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","100 V","8.8A (Tc)","4.5V, 10V","195mOhm @ 3.6A, 10V","2.5V @ 250µA","34.8 nC @ 10 V","±20V","1055 pF @ 50 V","-","2.5W (Ta), 32.1W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252AA","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.infineon.com/dgdl/BSZ160N10N3SG_rev1.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304320896aa20120c3365eef2370","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6167/448%7EPPG-TSDSON-8-1.1%7E%7E8.jpg","BSZ160N10NS3GATMA1TR-ND,BSZ160N10NS3GATMA1CT-ND,BSZ160N10NS3GATMA1DKR-ND","BSZ160N10NS3GATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 100V 8A/40A 8TSDSON","17,668","1.43","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","100 V","8A (Ta), 40A (Tc)","6V, 10V","16mOhm @ 20A, 10V","3.5V @ 12µA","25 nC @ 10 V","±20V","1700 pF @ 50 V","-","2.1W (Ta), 63W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PG-TSDSON-8","8-PowerTDFN"
"https://www.infineon.com/dgdl/Infineon-BSZ097N10NS5-DS-v02_01-en.pdf?fileId=5546d461454603990145d5a1b051648d","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/448%7EPPG-TSDSON-8-FUSEDLEADS-1.1%7E%7E8.jpg","BSZ097N10NS5ATMA1TR-ND,BSZ097N10NS5ATMA1CT-ND,BSZ097N10NS5ATMA1DKR-ND","BSZ097N10NS5ATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 100V 8A/40A TSDSON","7,027","1.43","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","100 V","8A (Ta), 40A (Tc)","6V, 10V","9.7mOhm @ 20A, 10V","3.8V @ 36µA","28 nC @ 10 V","±20V","2080 pF @ 50 V","-","2.1W (Ta), 69W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PG-TSDSON-8-FL","8-PowerTDFN"
"https://www.onsemi.com/pdf/datasheet/fdma8878-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6164/488%7EMKT-MLP06L%7E%7E6.jpg","FDMA8878TR-ND,FDMA8878CT-ND,FDMA8878DKR-ND","FDMA8878","onsemi","onsemi","MOSFET N-CH 30V 9A/10A 6MICROFET","9,908","1.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","N-Channel","MOSFET (Metal Oxide)","30 V","9A (Ta), 10A (Tc)","4.5V, 10V","16mOhm @ 9A, 10V","3V @ 250µA","12 nC @ 10 V","±20V","720 pF @ 15 V","-","2.4W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","6-MicroFET (2x2)","6-WDFN Exposed Pad"
"https://www.infineon.com/dgdl/BSC160N10NS3+Rev2.3.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30432239cccd01226040189a7f47","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6173/448%7EPPG-TDSON-8-1%7E%7E8.jpg","BSC160N10NS3GATMA1TR-ND,BSC160N10NS3GATMA1CT-ND,BSC160N10NS3GATMA1DKR-ND","BSC160N10NS3GATMA1","Infineon Technologies","Infineon Technologies","MOSFET N-CH 100V 8.8A/42A TDSON","57,234","1.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","N-Channel","MOSFET (Metal Oxide)","100 V","8.8A (Ta), 42A (Tc)","6V, 10V","16mOhm @ 33A, 10V","3.5V @ 33µA","25 nC @ 10 V","±20V","1700 pF @ 50 V","-","60W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PG-TDSON-8-1","8-PowerTDFN"
"https://www.onsemi.com/pdf/datasheet/fdd86102lz-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/488%7EMKT-TO252A03%7E%7E2.jpg","FDD86102LZFSTR-ND,FDD86102LZFSCT-ND,FDD86102LZFSDKR-ND","FDD86102LZ","onsemi","onsemi","MOSFET N-CH 100V 8A/35A DPAK","6,876","1.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","N-Channel","MOSFET (Metal Oxide)","100 V","8A (Ta), 35A (Tc)","4.5V, 10V","22.5mOhm @ 8A, 10V","3V @ 250µA","26 nC @ 10 V","±20V","1540 pF @ 50 V","-","3.1W (Ta), 54W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252AA","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.onsemi.com/pdf/datasheet/fqu11p06-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/488%7EMKT-TO252A03%7E%7E2.jpg","FQD11P06TMTR-ND,FQD11P06TMCT-ND,FQD11P06TMDKR-ND","FQD11P06TM","onsemi","onsemi","MOSFET P-CH 60V 9.4A DPAK","12,682","1.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QFET®","Active","P-Channel","MOSFET (Metal Oxide)","60 V","9.4A (Tc)","10V","185mOhm @ 4.7A, 10V","4V @ 250µA","17 nC @ 10 V","±30V","550 pF @ 25 V","-","2.5W (Ta), 38W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252AA","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://aosmd.com/res/data_sheets/AON7292.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/785%7EPO-00093%7E%7E8.jpg","785-1676-2-ND,785-1676-1-ND,785-1676-6-ND","AON7292","Alpha & Omega Semiconductor Inc.","Alpha & Omega Semiconductor Inc.","MOSFET N-CH 100V 9A/23A 8DFN","197,977","1.7","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AlphaMOS","Active","N-Channel","MOSFET (Metal Oxide)","100 V","9A (Ta), 23A (Tc)","4.5V, 10V","24mOhm @ 9A, 10V","2.6V @ 250µA","25 nC @ 10 V","±20V","1170 pF @ 50 V","-","4.1W (Ta), 28W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-DFN-EP (3.3x3.3)","8-PowerWDFN"
"https://www.diodes.com/assets/Datasheets/DMT10H010LPS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7EPOWERDI5060-8%7E%7E8.jpg","DMT10H010LPS-13DITR-ND,DMT10H010LPS-13DICT-ND,DMT10H010LPS-13DIDKR-ND","DMT10H010LPS-13","Diodes Incorporated","Diodes Incorporated","MOSFET N-CH 100V 9.4A PWRDI5060","5,395","1.79","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","100 V","9.4A (Ta), 98A (Tc)","4.5V, 10V","9.5mOhm @ 13A, 10V","3.5V @ 250µA","71 nC @ 10 V","±20V","3000 pF @ 50 V","-","1.2W (Ta), 139W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PowerDI5060-8","8-PowerTDFN"
"https://www.onsemi.com/pdf/datasheet/fdd4685-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/488%7EMKT-TO252A03%7E%7E2.jpg","FDD4685TR-ND,FDD4685CT-ND,FDD4685DKR-ND","FDD4685","onsemi","onsemi","MOSFET P-CH 40V 8.4A/32A DPAK","8,008","2.03","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","P-Channel","MOSFET (Metal Oxide)","40 V","8.4A (Ta), 32A (Tc)","4.5V, 10V","27mOhm @ 8.4A, 10V","3V @ 250µA","27 nC @ 5 V","±20V","2380 pF @ 20 V","-","69W (Tc)","-55°C ~ 155°C (TJ)","-","-","Surface Mount","TO-252AA","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.onsemi.com/pdf/datasheet/fdd86102-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/488%7EMKT-TO252A03%7E%7E2.jpg","FDD86102TR-ND,FDD86102CT-ND,FDD86102DKR-ND","FDD86102","onsemi","onsemi","MOSFET N-CH 100V 8A/36A DPAK","5,046","2.09","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","N-Channel","MOSFET (Metal Oxide)","100 V","8A (Ta), 36A (Tc)","6V, 10V","24mOhm @ 8A, 10V","4V @ 250µA","19 nC @ 10 V","±20V","1035 pF @ 50 V","-","3.1W (Ta), 62W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252AA","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://epc-co.com/epc/Portals/0/epc/documents/datasheets/EPC2052_datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/MFG_EPC2052.jpg","917-1202-2-ND,917-1202-1-ND,917-1202-6-ND","EPC2052","EPC","EPC","GANFET N-CH 100V 8.2A DIE","118,090","2.3","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","GaNFET (Gallium Nitride)","100 V","8.2A (Ta)","5V","13.5mOhm @ 11A, 5V","2.5V @ 3mA","4.5 nC @ 5 V","+6V, -4V","575 pF @ 50 V","-","-","-40°C ~ 150°C (TJ)","-","-","Surface Mount","Die","Die"
"https://rocelec.widen.net/view/pdf/dqe2xzyg0q/FAIRS45904-1.pdf?t.download=true&u=5oefqw","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/488%7EMKT-TO252A03%7E%7E2.jpg","FDD16AN08A0TR-ND,FDD16AN08A0CT-ND,FDD16AN08A0DKR-ND","FDD16AN08A0","onsemi","onsemi","MOSFET N-CH 75V 9A/50A DPAK","18,753","2.38","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","UltraFET™","Active","N-Channel","MOSFET (Metal Oxide)","75 V","9A (Ta), 50A (Tc)","6V, 10V","16mOhm @ 50A, 10V","4V @ 250µA","47 nC @ 10 V","±20V","1874 pF @ 25 V","-","135W (Tc)","-55°C ~ 175°C (TJ)","-","-","Surface Mount","TO-252AA","TO-252-3, DPAK (2 Leads + Tab), SC-63"
