Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"FET Type","Technology","Drain to Source Voltage (Vdss)","Current - Continuous Drain (Id) @ 25°C","Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs","Vgs(th) (Max) @ Id","Gate Charge (Qg) (Max) @ Vgs","Vgs (Max)","Input Capacitance (Ciss) (Max) @ Vds","FET Feature","Power Dissipation (Max)","Operating Temperature","Grade","Qualification","Mounting Type","Supplier Device Package","Package / Case"
"https://www.diodes.com/assets/Datasheets/DMT6012LFDF.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/31%7EU-DFN2020-6-TYPEF%7EF%7E6.jpg","31-DMT6012LFDF-7TR-ND,31-DMT6012LFDF-7CT-ND,31-DMT6012LFDF-7DKR-ND","DMT6012LFDF-7","Diodes Incorporated","Diodes Incorporated","MOSFET N-CH 60V 9.5A 6UDFN","744","1.02","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","60 V","9.5A (Ta)","4.5V, 10V","14mOhm @ 8.5A, 10V","2.3V @ 250µA","13.6 nC @ 10 V","±20V","785 pF @ 30 V","-","900mW (Ta), 11W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","U-DFN2020-6 (Type F)","6-UDFN Exposed Pad"
"https://www.infineon.com/dgdl/irf520npbf.pdf?fileId=5546d462533600a4015355e340711985","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/698-TO-220AB.jpg","IRF520NPBF-ND","IRF520NPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 100V 9.7A TO220AB","3,113","1.03","0","1","Tube","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","100 V","9.7A (Tc)","10V","200mOhm @ 5.7A, 10V","4V @ 250µA","25 nC @ 10 V","±20V","330 pF @ 25 V","-","48W (Tc)","-55°C ~ 175°C (TJ)","-","-","Through Hole","TO-220AB","TO-220-3"
"https://www.vishay.com/docs/68748/si4431cd.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5498%7EDY%2CEY%7E8.jpg","SI4431CDY-T1-E3TR-ND,SI4431CDY-T1-E3CT-ND,SI4431CDY-T1-E3DKR-ND","SI4431CDY-T1-E3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 30V 9A 8SO","5,666","1.05","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","30 V","9A (Tc)","4.5V, 10V","32mOhm @ 7A, 10V","2.5V @ 250µA","38 nC @ 10 V","±20V","1006 pF @ 15 V","-","4.2W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SOIC","8-SOIC (0.154"", 3.90mm Width)"
"https://www.onsemi.com/download/data-sheet/pdf/nvmfs6h858nl-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6285/488%7E488AA%7E%7E5.jpg","488-NVMFS6H858NLT1GTR-ND,488-NVMFS6H858NLT1GCT-ND,488-NVMFS6H858NLT1GDKR-ND","NVMFS6H858NLT1G","onsemi","onsemi","MOSFET N-CH 80V 8.7A/30A 5DFN","2,022","1.05","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","80 V","8.7A (Ta), 30A (Tc)","4.5V, 10V","19.5mOhm @ 5A, 10V","2V @ 30µA","12 nC @ 10 V","±20V","623 pF @ 40 V","-","3.5W (Ta), 42W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","5-DFN (5x6) (8-SOFL)","8-PowerTDFN, 5 Leads"
"https://toshiba.semicon-storage.com/info/datasheet_en_20160223.pdf?did=13672","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6449/264%7E2-3V1S%7E%7E8.jpg","264-TPCP8107LFTR-ND,264-TPCP8107LFCT-ND,264-TPCP8107LFDKR-ND","TPCP8107,LF","Toshiba Semiconductor and Storage","Toshiba Semiconductor and Storage","MOSFET P-CH 40V 8A PS-8","4,756","1.06","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","U-MOSVI","Active","P-Channel","MOSFET (Metal Oxide)","40 V","8A (Ta)","6V, 10V","18mOhm @ 4A, 10V","3V @ 1mA","44.6 nC @ 10 V","+10V, -20V","2160 pF @ 10 V","-","1W (Ta)","175°C","Automotive","AEC-Q101","Surface Mount","PS-8","8-SMD, Flat Leads"
"https://www.infineon.com/dgdl/irfr120npbf.pdf?fileId=5546d462533600a40153562d2620204d","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6164/448%7EIPAK%28TO251AA%29%7E%7E3.jpg","IRFU120NPBF-ND","IRFU120NPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 100V 9.4A IPAK","1,903","1.07","0","1","Tube","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","100 V","9.4A (Tc)","10V","210mOhm @ 5.6A, 10V","4V @ 250µA","25 nC @ 10 V","±20V","330 pF @ 25 V","-","48W (Tc)","-55°C ~ 175°C (TJ)","-","-","Through Hole","IPAK (TO-251AA)","TO-251-3 Short Leads, IPAK, TO-251AA"
"https://www.diodes.com/assets/Datasheets/DMPH4029LFGQ.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6295/31%7EPOWERDI3333-8%7E%7E8.jpg","31-DMPH4029LFGQ-7TR-ND,31-DMPH4029LFGQ-7CT-ND,31-DMPH4029LFGQ-7DKR-ND","DMPH4029LFGQ-7","Diodes Incorporated","Diodes Incorporated","MOSFET P-CH 40V 8A/22A PWRDI3333","721","1.08","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","40 V","8A (Ta), 22A (Tc)","4.5V, 10V","29mOhm @ 3A, 10V","3V @ 250µA","34 nC @ 10 V","±20V","1626 pF @ 20 V","-","1.2W (Ta)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","POWERDI3333-8","8-PowerVDFN"
"https://www.onsemi.com/pdf/datasheet/ntmfs4c09n-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6285/488%7E488AA%7E%7E5.jpg","NTMFS4C09NT1GOSTR-ND,NTMFS4C09NT1GOSCT-ND,NTMFS4C09NT1GOSDKR-ND","NTMFS4C09NT1G","onsemi","onsemi","MOSFET N-CH 30V 9A 5DFN","5,305","1.09","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","30 V","9A (Ta)","4.5V, 10V","5.8mOhm @ 30A, 10V","2.1V @ 250µA","10.9 nC @ 4.5 V","±20V","1252 pF @ 15 V","-","760mW (Ta), 25.5W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","5-DFN (5x6) (8-SOFL)","8-PowerTDFN, 5 Leads"
"https://www.vishay.com/docs/75525/sqs460enw.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E6032%7E%7E8.jpg","SQS460ENW-T1_GE3TR-ND,SQS460ENW-T1_GE3CT-ND,SQS460ENW-T1_GE3DKR-ND","SQS460ENW-T1_GE3","Vishay Siliconix","Vishay Siliconix","MOSFET N-CH 60V 8A PPAK1212-8W","5,011","1.09","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","60 V","8A (Tc)","4.5V, 10V","36mOhm @ 5.3A, 10V","2.5V @ 250µA","20 nC @ 10 V","±20V","755 pF @ 25 V","-","39W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","PowerPAK® 1212-8W","PowerPAK® 1212-8W"
"https://www.infineon.com/dgdl/irf7469pbf.pdf?fileId=5546d462533600a4015355ff18861c12","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/448_8-SOIC.jpg","IRF7469PBFTR-ND,IRF7469PBFCT-ND,IRF7469PBFDKR-ND","IRF7469TRPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 40V 9A 8SO","739","1.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","40 V","9A (Ta)","4.5V, 10V","17mOhm @ 9A, 10V","3V @ 250µA","23 nC @ 4.5 V","±20V","2000 pF @ 20 V","-","2.5W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SO","8-SOIC (0.154"", 3.90mm Width)"
"https://www.panjit.com.tw/upload/datasheet/PJD50P04.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2493/3757%7ETO252AA%7E%7E2.jpg","3757-PJD50P04_L2_00001TR-ND,3757-PJD50P04_L2_00001CT-ND,3757-PJD50P04_L2_00001DKR-ND","PJD50P04_L2_00001","Panjit International Inc.","Panjit International Inc.","40V P-CHANNEL ENHANCEMENT MODE M","1,726","1.19","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","40 V","9A (Ta), 50A (Tc)","4.5V, 10V","12mOhm @ 10A, 10V","2.5V @ 250µA","23 nC @ 4.5 V","±20V","2767 pF @ 25 V","-","2W (Ta), 63W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252AA","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.vishay.com/docs/91017/irf520.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E6031%7E%7E3.jpg","742-IRF520PBF-BE3-ND","IRF520PBF-BE3","Vishay Siliconix","Vishay Siliconix","MOSFET N-CH 100V 9.2A TO220AB","3,353","1.21","0","1","Tube","-","Active","N-Channel","MOSFET (Metal Oxide)","100 V","9.2A (Tc)","10V","270mOhm @ 5.5A, 10V","4V @ 250µA","16 nC @ 10 V","±20V","360 pF @ 25 V","-","60W (Tc)","-55°C ~ 175°C (TJ)","-","-","Through Hole","TO-220AB","TO-220-3"
"https://www.infineon.com/dgdl/SPD09P06PL+Rev2.5.pdf?folderId=db3a30431ed1d7b2011f4042f2ff4ec5&fileId=db3a30431ed1d7b2011f40486c6a4ed4","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6167/448%7EPPG-TO252-3%7E%7E2.jpg","SPD09P06PLGBTMA1TR-ND,SPD09P06PLGBTMA1CT-ND,SPD09P06PLGBTMA1DKR-ND","SPD09P06PLGBTMA1","Infineon Technologies","Infineon Technologies","MOSFET P-CH 60V 9.7A TO252-3","7,141","1.22","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SIPMOS®","Active","P-Channel","MOSFET (Metal Oxide)","60 V","9.7A (Tc)","4.5V, 10V","250mOhm @ 6.8A, 10V","2V @ 250µA","21 nC @ 10 V","±20V","450 pF @ 25 V","-","42W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","PG-TO252-3","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.diodes.com/assets/Datasheets/DMP4015SPS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7EPOWERDI5060-8%7E%7E8.jpg","DMP4015SPS-13DITR-ND,DMP4015SPS-13DICT-ND,DMP4015SPS-13DIDKR-ND","DMP4015SPS-13","Diodes Incorporated","Diodes Incorporated","MOSFET P-CH 40V 8.5A PWRDI5060-8","11,975","1.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","40 V","8.5A (Ta)","4.5V, 10V","11mOhm @ 9.8A, 10V","2.5V @ 250µA","47.5 nC @ 5 V","±25V","4234 pF @ 20 V","-","1.3W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PowerDI5060-8","8-PowerTDFN"
"https://www.vishay.com/docs/73434/si7309dn.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5882%7EDN%7E8.jpg","SI7309DN-T1-E3TR-ND,SI7309DN-T1-E3CT-ND,SI7309DN-T1-E3DKR-ND","SI7309DN-T1-E3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 60V 8A PPAK1212-8","10,911","1.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","60 V","8A (Tc)","4.5V, 10V","115mOhm @ 3.9A, 10V","3V @ 250µA","22 nC @ 10 V","±20V","600 pF @ 30 V","-","3.2W (Ta), 19.8W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PowerPAK® 1212-8","PowerPAK® 1212-8"
"https://www.vishay.com/docs/73434/si7309dn.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5882%7EDN%7E8.jpg","SI7309DN-T1-GE3TR-ND,SI7309DN-T1-GE3CT-ND,SI7309DN-T1-GE3DKR-ND","SI7309DN-T1-GE3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 60V 8A PPAK1212-8","8,456","1.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","60 V","8A (Tc)","4.5V, 10V","115mOhm @ 3.9A, 10V","3V @ 250µA","22 nC @ 10 V","±20V","600 pF @ 30 V","-","3.2W (Ta), 19.8W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PowerPAK® 1212-8","PowerPAK® 1212-8"
"https://www.onsemi.com/pdf/datasheet/nvmfs021n10mcl-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6285/488%7E488AA%7E%7E5.jpg","488-NVMFS021N10MCLT1GTR-ND,488-NVMFS021N10MCLT1GCT-ND,488-NVMFS021N10MCLT1GDKR-ND","NVMFS021N10MCLT1G","onsemi","onsemi","PTNG 100V LL SO8FL","3,812","1.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","100 V","8.4A (Ta), 31A (Tc)","4.5V, 10V","23mOhm @ 7A, 10V","3V @ 42µA","13 nC @ 10 V","±20V","850 pF @ 50 V","-","3.6W (Ta), 49W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","5-DFN (5x6) (8-SOFL)","8-PowerTDFN, 5 Leads"
"https://www.onsemi.com/pdf/datasheet/nvtfs5c680nl-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4955/488%3B-511AB%3B-%3B-8.jpg","NVTFS5C680NLTAGOSTR-ND,NVTFS5C680NLTAGOSCT-ND,NVTFS5C680NLTAGOSDKR-ND","NVTFS5C680NLTAG","onsemi","onsemi","MOSFET N-CH 60V 7.82A/20A 8WDFN","10,395","1.27","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","60 V","7.82A (Ta), 20A (Tc)","4.5V, 10V","26.5mOhm @ 10A, 10V","2.2V @ 250µA","6 nC @ 10 V","±20V","327 pF @ 25 V","-","3W (Ta), 20W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","8-WDFN (3.3x3.3)","8-PowerWDFN"
"https://www.onsemi.com/pdf/datasheet/nvmfs5c680nl-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6285/488%7E488AA%7E%7E5.jpg","NVMFS5C680NLT1GOSTR-ND,NVMFS5C680NLT1GOSCT-ND,NVMFS5C680NLT1GOSDKR-ND","NVMFS5C680NLT1G","onsemi","onsemi","MOSFET N-CH 60V 8.1A/21A 5DFN","977","1.3","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","60 V","8.1A (Ta), 21A (Tc)","4.5V, 10V","27.5mOhm @ 7.5A, 10V","2.2V @ 13µA","5.8 nC @ 10 V","±20V","330 pF @ 25 V","-","3.4W (Ta), 24W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","5-DFN (5x6) (8-SOFL)","8-PowerTDFN, 5 Leads"
"https://www.onsemi.com/pdf/datasheet/nvtfs015n04c-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6295/488%7E511AB%7E%7E8.jpg","NVTFS015N04CTAGOSTR-ND,NVTFS015N04CTAGOSCT-ND,NVTFS015N04CTAGOSDKR-ND","NVTFS015N04CTAG","onsemi","onsemi","MOSFET N-CH 40V 9.4A/27A 8WDFN","2,560","1.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","40 V","9.4A (Ta), 27A (Tc)","10V","17.3mOhm @ 7.5A, 10V","3.5V @ 20µA","6.3 nC @ 10 V","±20V","325 pF @ 25 V","-","2.9W (Ta), 23W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","8-WDFN (3.3x3.3)","8-PowerWDFN"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/fb/d3/14/09/cf/d0/41/7f/DM00105649.pdf/files/DM00105649.pdf/jcr:content/translations/en.DM00105649.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6256/497%7E8465286%7E%7E8.jpg","497-17897-2-ND,497-17897-1-ND,497-17897-6-ND","STL9P3LLH6","STMicroelectronics","STMicroelectronics","MOSFET P-CH 30V 9A POWERFLAT","32,528","1.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","STripFET™ H6","Active","P-Channel","MOSFET (Metal Oxide)","30 V","9A (Tc)","4.5V, 10V","15mOhm @ 4.5A, 10V","1V @ 250µA (Min)","24 nC @ 4.5 V","±20V","2615 pF @ 25 V","-","3W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PowerFlat™ (3.3x3.3)","8-PowerVDFN"
"http://www.vishay.com/docs/91278/sihfr902.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5973%7EB%2CD%2CFN%2CR%2CS%2CW%7E3.jpg","IRFR9024PBFTR-ND,IRFR9024PBFCT-ND,IRFR9024PBFDKR-ND","IRFR9024TRPBF","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 60V 8.8A DPAK","5,968","1.4","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","60 V","8.8A (Tc)","10V","280mOhm @ 5.3A, 10V","4V @ 250µA","19 nC @ 10 V","±20V","570 pF @ 25 V","-","2.5W (Ta), 42W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","DPAK","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.vishay.com/docs/71727/sqs462en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2585/Pkg%205882.jpg","SQS462EN-T1_GE3TR-ND,SQS462EN-T1_GE3CT-ND,SQS462EN-T1_GE3DKR-ND","SQS462EN-T1_GE3","Vishay Siliconix","Vishay Siliconix","MOSFET N-CH 60V 8A PPAK1212-8","7,850","1.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","N-Channel","MOSFET (Metal Oxide)","60 V","8A (Tc)","4.5V, 10V","63mOhm @ 4.3A, 10V","2.5V @ 250µA","12 nC @ 10 V","±20V","470 pF @ 25 V","-","33W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","PowerPAK® 1212-8","PowerPAK® 1212-8"
"https://www.infineon.com/dgdl/irfr120npbf.pdf?fileId=5546d462533600a40153562d2620204d","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/448%7ETO252AA%7E%7E2.jpg","IRFR120NPBFTR-ND,IRFR120NPBFCT-ND,IRFR120NPBFDKR-ND","IRFR120NTRPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 100V 9.4A DPAK","244","1.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","100 V","9.4A (Tc)","10V","210mOhm @ 5.6A, 10V","4V @ 250µA","25 nC @ 10 V","±20V","330 pF @ 25 V","-","48W (Tc)","-55°C ~ 175°C (TJ)","-","-","Surface Mount","TO-252AA (DPAK)","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.onsemi.com/pdf/datasheet/fds4685-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6164/488%7EMKT-M08A%7ED%2CM%2CTF%7E8.jpg","FDS4685TR-ND,FDS4685CT-ND,FDS4685DKR-ND","FDS4685","onsemi","onsemi","MOSFET P-CH 40V 8.2A 8SOIC","14,264","1.5","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","P-Channel","MOSFET (Metal Oxide)","40 V","8.2A (Ta)","4.5V, 10V","27mOhm @ 8.2A, 10V","3V @ 250µA","27 nC @ 5 V","±20V","1872 pF @ 20 V","-","2.5W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SOIC","8-SOIC (0.154"", 3.90mm Width)"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/379/Mosfets_Prod_Guide.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6449/264%7E2-7M1A%7E%7E2.jpg","264-TJ8S06M3L(T6L1,NQ)TR-ND,264-TJ8S06M3L(T6L1,NQ)CT-ND,264-TJ8S06M3L(T6L1,NQ)DKR-ND","TJ8S06M3L(T6L1,NQ)","Toshiba Semiconductor and Storage","Toshiba Semiconductor and Storage","MOSFET P-CH 60V 8A DPAK","906","1.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","U-MOSVI","Active","P-Channel","MOSFET (Metal Oxide)","60 V","8A (Ta)","6V, 10V","104mOhm @ 4A, 10V","3V @ 1mA","19 nC @ 10 V","+10V, -20V","890 pF @ 10 V","-","27W (Tc)","175°C (TJ)","-","-","Surface Mount","DPAK+","TO-252-3, DPAK (2 Leads + Tab), SC-63"
